DateIn,DateOut,Postition,Container,Plot,Distance,Type,DepthCM,WTholder,Wet+holder,Dry+holder,DryWT,,
02-Dec-05,07-Dec-05,5C,B1,G,15,OM,9-12,44.39,65.81,50.26,5.87,,
02-Dec-05,07-Dec-05,5D,23,G,15,OM,12-15,45.1,75.66,52.64,7.54,,
02-Dec-05,07-Dec-05,4A,70,G,15,OM,15-18,44.54,72.57,52.3,7.76,,
02-Dec-05,07-Dec-05,4B,39,G,15,OM,18-21,42.92,70.69,50.67,7.75,,
02-Dec-05,07-Dec-05,4C,32,G,15,OM,21-14,44.59,79.09,54.32,9.73,,
02-Dec-05,07-Dec-05,4D,3,G,15,OM,24-27,44.86,68.08,52,7.14,,
02-Dec-05,07-Dec-05,3A,19,G,15,OM,27-30,46.08,65.46,52.84,6.76,,
02-Dec-05,07-Dec-05,3B,44A,I,5,OM,0-3,41.05,61.76,46.54,5.49,1,
02-Dec-05,07-Dec-05,3C,7,I,5,OM,3-6,45.1,61.7,49.15,4.05,,
02-Dec-05,07-Dec-05,3D,58,I,5,OM,6-9,44.89,68.27,51.24,6.35,,
02-Dec-05,07-Dec-05,2A,46,I,5,OM,9-12,46.57,68.95,53.85,7.28,,
02-Dec-05,07-Dec-05,2B,42,I,5,OM,12-15,45.9,97,54.21,8.31,,
02-Dec-05,07-Dec-05,2C,1,I,5,Min,,44.36,90.58,78.05,33.69,,
02-Dec-05,07-Dec-05,2D,21,I,15,OM,0-3,43.39,61.69,48.43,5.04,1,
02-Dec-05,07-Dec-05,1A,16,I,15,OM,3-6,45.12,67.33,50.7,5.58,,
02-Dec-05,07-Dec-05,1B,3,I,15,OM,6-9,44.52,69.1,51.29,6.77,,
02-Dec-05,07-Dec-05,1C,43,I,15,OM,9-12,45.15,87.72,61.37,16.22,,
02-Dec-05,07-Dec-05,1D,,I,15,Min,,43.98,102.39,91.9,47.92,,
07-Dec-05,,18A,23B,S,5,Om,0-3,45.27,64.34,49.98,4.71,1,
07-Dec-05,,18B,103,S,5,Om,3-6,42.49,64.15,46.96,4.47,,
07-Dec-05,,18C,,,,,,,,,,,
07-Dec-05,,18D,4,S,5,Om,6-9,46.47,67.28,51.97,5.5,,
07-Dec-05,,17A,2,S,5,Om,9-12,46.56,87.75,55.4,8.84,,w
07-Dec-05,,17B,1,S,5,Om,12-15,46.12,71.87,51,4.88,,w
07-Dec-05,,17C,4A,S,5,Min,,44.07,83.51,66.35,22.28,,
07-Dec-05,,17D,65,R,5,mix,0-3,46.36,76.89,61.75,15.39,3,
07-Dec-05,,16A,34,R,5,mix,3-6,45.86,71.22,58.96,13.1,,
07-Dec-05,,16B,64,R,5,mix,6-9,43.02,63.4,52.85,9.83,,
07-Dec-05,,16C,56,R,5,Min,,45.66,116.32,108.47,62.81,,
07-Dec-05,,16D,66,E,5,Om,0-3,45.62,69.8,51.74,6.12,1,
07-Dec-05,,15A,30,E,5,Om,3-6,45.28,69.22,51,5.72,,
07-Dec-05,,15B,65,E,5,Om,6-9,43.04,61.02,48.75,5.71,,
07-Dec-05,,15C,54,E,5,Om,9-12,43.62,64.68,50.52,6.9,,
07-Dec-05,,15D,15,E,5,Min,,45.16,92.92,74.91,29.75,,
07-Dec-05,,14A,72,E,15,Om,0-3,44.44,68.24,51.38,6.94,2,
07-Dec-05,,14B,24,E,15,Om,3-6,45.34,69.68,56.19,10.85,,
07-Dec-05,,14C,2B,E,15,Min,,45.81,91.43,81.42,35.61,,
07-Dec-05,,14D,7,S,15,Om,0-3,43.56,67.95,49.75,6.19,1,
07-Dec-05,,13A,1,S,15,Om,3-6,44.67,70.43,50.47,5.8,,
07-Dec-05,,13B,62,S,15,Om,6-9,46.47,74.92,52.65,6.18,,w
07-Dec-05,,13C,68,S,15,Om,9-12,44.14,72.2,51.62,7.48,,w
07-Dec-05,,13D,53,S,15,Om,12-15,46.22,73.02,50.96,4.74,,
07-Dec-05,,12A,35,S,15,Min,,44.05,83.16,74.15,30.1,,
07-Dec-05,,12B,28,J,15,Om,0-3,44.83,72.73,53.74,8.91,2,
07-Dec-05,,12C,56,J,15,Om,3-6,44.98,73.75,54.97,9.99,,
07-Dec-05,,12D,60,J,15,Min,,44.11,92.17,77.23,33.12,1,
07-Dec-05,,11A,58,J,5,Om,0-3,44.12,68.65,50.71,6.59,,
07-Dec-05,,11B,62,J,5,Om,3-6,45.79,68.55,52.53,6.74,,
07-Dec-05,,11C,40,J,5,Om,6-9,45.01,77.89,58.06,13.05,,
07-Dec-05,,11D,15,J,5,min,,44.53,91.16,83.32,38.79,,
07-Dec-05,,10A,157,R,15,Om,0-3,46.24,64.67,53.9,7.66,1,
07-Dec-05,,10B,62,R,15,Om,3-6,45.75,81.76,56.32,10.57,,
07-Dec-05,,10C,57,R,15,Om,6-9,43.36,73,50.35,6.99,,
07-Dec-05,,10D,22,R,15,Om,9-12,45.82,66.09,50.94,5.12,,
07-Dec-05,,9A,37,R,15,MIn,,45.08,94.7,80.03,34.95,,
